language,category,exam_type,name,content,plan
Thai,หน้าท้องและกระดูกเชิงกราน,Scanner,การอุดตันของลำไส้ใหญ่ BS,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
การได้มาของขดลวด 64 × 0.625 mm จากโดมตับไปจนถึงกระดูกเชิงกราน โดยไม่ต้องฉีดผลิตภัณฑ์คอนทราสต์ทางหลอดเลือดดำ
 ผลการตรวจ: 
ลำไส้ใหญ่และลำไส้เล็ก:
การขยายตัวอย่างมีนัยสำคัญของลำไส้ใหญ่ด้านขวา (6–7 cm ลำกล้อง) โดยมีพื้นที่ไม่เท่าเทียมกันระหว่างลำไส้ใหญ่ด้านขวาและลำไส้ใหญ่ตามขวาง
เส้นรอบวงตีบข้างข้างหนาขึ้นของมุมจุกเสียดด้านขวา ยาวประมาณ 7 cm
การขยายตัวของลำไส้เล็กปานกลาง
การปรากฏตัวของภาวะหยุดนิ่งของ stercoral อย่างมีนัยสำคัญทางต้นน้ำของการตีบ
ช่องท้อง:
น้ำในช่องท้องมีความอุดมสมบูรณ์ต่ำ
อวัยวะในช่องท้อง:
ตับ: ขนาดปกติ รูปร่างสม่ำเสมอ ความหนาแน่นเป็นเนื้อเดียวกัน
ท่อน้ำดี: VBIH บาง ท่อน้ำดีร่วม ซึมเข้าไปได้ (8 mm)
ม้าม: ขนาดและความหนาแน่นปกติ รูปร่างสม่ำเสมอ
ตับอ่อน: ขนาดปกติ รูปร่างสม่ำเสมอ ความหนาแน่นเป็นเนื้อเดียวกัน
ไต: ขนาดปกติ (10 cm), พาเรนไคมาที่เป็นเนื้อเดียวกัน, ทางเดินขับถ่ายดี และไม่มีนิ่ว
เรือ:
เอออร์ตา: Atheromatous กลายเป็นปูนบางส่วนแต่ได้รับสิทธิบัตร
หลอดเลือดแดง mesenteric ที่เหนือกว่า: แทรกซึม มีหลอดเลือดที่มีเนื้อเยื่อใกล้เคียงหลายแผ่น โดยไม่มีการตีบอย่างมีนัยสำคัญ ได้รับการจดสิทธิบัตรจนถึงส่วนปลาย
หลอดเลือดดำ mesenteric ที่เหนือกว่า: สิทธิบัตร
 สรุปผล: 
เส้นรอบวงตีบข้างขม่อมหนาขึ้นของมุมลำไส้ใหญ่ด้านขวาขยายออกไปมากกว่า 7 cm ทำให้เกิดการขยายตัวอย่างมีนัยสำคัญของลำไส้ใหญ่ด้านขวาและภาวะหยุดนิ่งของ stercoral ที่สำคัญ น้ำในช่องท้องที่มีความอุดมสมบูรณ์ต่ำที่เกี่ยวข้อง องค์ประกอบเหล่านี้เป็นสัญญาณบ่งบอกถึงการอุดตันของลำไส้ใหญ่ของต้นกำเนิดเนื้องอกที่เป็นไปได้ในมุมฉาก",pro
Thai,หน้าท้องและกระดูกเชิงกราน,Scanner,ไส้ติ่งอักเสบเฉียบพลัน,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
[จะแล้วเสร็จ]
 ผลการตรวจ: 
ไส้ติ่งส่วนหลังและลำไส้ภายในบวม ขนาดประมาณ 15 mm ในลำกล้อง ซึ่งสัมพันธ์กับการแทรกซึมของไขมันประจำตำแหน่ง
ปริมาตรน้ำในช่องท้องน้อยที่สุด
อ่าวลูกเห็บสุดท้ายที่มีลักษณะปกติ
ตับที่มีขนาดปกติ รูปร่างสม่ำเสมอ ความหนาแน่นเป็นเนื้อเดียวกัน
ท่อน้ำดี intrahepatic และ extrahepatic ละเอียด
ม้ามขนาดปกติ รูปร่างสม่ำเสมอ ความหนาแน่นเป็นเนื้อเดียวกัน
ตับอ่อนขนาดปกติ รูปร่างสม่ำเสมอ ความหนาแน่นเป็นเนื้อเดียวกัน
ไตปรากฏเป็นปกติในการสแกน CT ซึ่งเป็นเส้นทางการขับถ่ายที่ดี
ไม่มีการไหลบ่าในดักลาส cul-de-sac
 สรุปผล: 
ลักษณะที่ปรากฏ CT เข้ากันได้กับไส้ติ่งอักเสบเฉียบพลัน",pro
Thai,ไต,Scanner,CT ระบบทางเดินปัสสาวะ ฉีดแล้ว,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
การเข้าซื้อกิจการปริมาตรและลานของต้นปัสสาวะและระดับช่องท้อง ดำเนินการโดยไม่ต้องทำหลังจากการฉีดสารทึบแสงทางหลอดเลือดดำ (หลอดเลือดแดง พอร์ทัล และระยะปลาย)
ส่วนตามแนวแกน 1.2 mm หนาสำหรับการสำรวจที่มีความเปรียบต่าง
 ผลการตรวจ: 
ไตและทางเดินปัสสาวะ:
ไตด้านขวาและซ้าย: ขนาดและรูปทรงปกติ, เยื่อหุ้มสมองที่มีความหนาที่คงไว้, การทึบแสงของเนื้อเยื่อที่ดีในระยะหลอดเลือดแดงและหลอดเลือดดำ
นิ่ว: ไม่มีนิ่วในปัสสาวะที่ตรวจพบได้ในไตหรือช่องขับถ่าย
การขยายตัว: ไม่มีการขยายตัวของ pyelocalicial
ฟังก์ชั่นทางสัณฐานวิทยา: การหลั่งและการขับถ่ายตามปกติหลังการฉีดสารทึบรังสี
หลอดเลือดไต: สิทธิบัตรหลอดเลือดแดงและหลอดเลือดดำไต
ไขมันรอบไต: ปกติ
กระเพาะปัสสาวะ: ความจุปกติ ผนังบาง มีเนื้อหาเป็นเนื้อเดียวกัน โดยไม่มีรอยโรคข้างขม่อม
อวัยวะและโครงสร้างอื่นๆ:
ตับ: ขนาดและรูปร่างปกติ ความหนาแน่นเป็นเนื้อเดียวกัน โดยไม่มีรอยโรคโฟกัส
ท่อน้ำดีและถุงน้ำดี: ถุงน้ำดีไม่ขยาย ท่อน้ำดีในและนอกตับไม่ขยาย ท่อน้ำดีพอร์ทัลและหลอดเลือดดำเหนือตับขนาดปกติ
ตับอ่อนและม้าม: ขนาดปกติ รูปร่างสม่ำเสมอ ความหนาแน่นเป็นเนื้อเดียวกัน ไม่มีความผิดปกติ
ต่อมหมวกไต: ปกติ
โหนด: ไม่มี adenomegaly ลึก
ปริมาตรน้ำ: ไม่มีปริมาตรน้ำในช่องท้อง
กระดูก: ไม่มีรอยโรคที่น่าสงสัยหรือลุกลาม
 สรุปผล: 
 CT ระบบทางเดินปัสสาวะ ช่องท้องปกติ ตรวจความสมบูรณ์ทางสัณฐานวิทยาของไต ทางเดินปัสสาวะ และอวัยวะในช่องท้อง",pro
Thai,ไต,Scanner,การทำแผนที่หิน,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
การได้รับเฮลิคอลมีศูนย์กลางอยู่ที่ระดับช่องท้องโดยไม่ต้องฉีดผลิตภัณฑ์คอนทราสต์
ขวา:
ไตด้านขวาอยู่ในตำแหน่ง ขนาดปกติ รูปร่างสม่ำเสมอ และไม่มีรอยโรคที่ตรวจพบได้เมื่อเกิดความแตกต่างที่เกิดขึ้นเอง
ไม่มีการขยายช่องขับถ่าย
ไม่มีภาพการคำนวณ
ความสมบูรณ์ของไขมันรอบไต
ซ้าย:
ไตเข้าที่ ขนาดปกติ รูปร่างสม่ำเสมอ และตรวจไม่พบรอยโรคหากมีความแตกต่างที่เกิดขึ้นเอง
ไม่มีการขยายช่องขับถ่าย
ไม่มีภาพการคำนวณ
ความสมบูรณ์ของไขมันรอบไต
BLADDER มีลักษณะกึ่งสมบูรณ์ โดยมีผนังบาง มีปริมาณของเหลวเป็นเนื้อเดียวกัน โดยไม่มีภาพการเกิดหินปูน
นอกจากนี้:
ตับ ม้าม ตับอ่อน และต่อมหมวกไตปรากฏ CT ปกติโดยมีความแตกต่างกันตามธรรมชาติ
ถุงน้ำดีไม่ขยายตัว โดยมีปริมาณของเหลวเป็นเนื้อเดียวกัน
ขาดการไหลภายในหรือ retroperitoneal
ไม่มีรอยโรคกระดูกที่ก้าวหน้า
 สรุปผล: 
 CT ท้องโดยไม่มีความผิดปกติอย่างมีนัยสำคัญ",pro
Thai,กล้ามเนื้อและกระดูก,Scanner,สแกนไหล่,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
เครื่องสแกนแบบธรรมดา: การได้มาซึ่งข้อไหล่แบบขดลวด (โดยไม่ต้องฉีดคอนทราสต์)
การสแกน Arthro-CT: การเจาะไหล่ซ้ายด้วยวิธีด้านหน้าด้วยการฉีด 8 ml ของผลิตภัณฑ์คอนทราสต์เจือจาง ตามด้วยการรับขดลวดและการสร้างใหม่หลายระนาบ (MPR)
 ผลการตรวจ: 
โครงสร้างกระดูกและข้อต่อ:
การจัดตำแหน่งกระดูกที่ถูกต้อง ไม่มีความคลาดเคลื่อนของ glenohumeral หรือ acromioclavicular
ไม่มีการแตกหักหรือความผิดปกติของโฟกัส โดยเฉพาะกระดูกต้นแขนส่วนต้น
ไม่มีการเปลี่ยนแปลงความเสื่อมที่สำคัญ หัวกระดูกต้นแขนเป็นทรงกลมและมีศูนย์กลางอยู่ที่เกลนอยด์
ไม่มีการไหลภายในข้อที่เกิดขึ้นเอง (ไม่มี lipohemarthrosis)
โครงสร้างเส้นเอ็นและกล้ามเนื้อ (Arthro-scanner):
ช่องข้อต่อที่มีความจุปกติ
ข้อมือ rotator: เอ็นใต้สะบักลาริสสมบูรณ์ ไม่มีการแยกส่วน
เส้นเอ็นยาวของลูกหนู: อยู่ในตำแหน่งที่ดีในร่องท้ายทอย ซึ่งมองเห็นได้ชัดเจนเมื่อตัดกัน
สงวนพื้นที่ Subacromial ไว้ไม่เกิดการบีบตัว
Subacromiodeltoid bursa (BSAD) ไม่ทึบแสง บ่งชี้ว่าไม่มีการเชื่อมต่อกับข้อต่อ (ไม่มีการแตกของเส้นเอ็นทั้งหมด)
กล้ามเนื้อ: คงถ้วยรางวัลไว้ ไม่มีการเสื่อมของไขมัน
 สรุปผล: 
การสแกนแบบง่าย: ไม่มีความผิดปกติเฉียบพลันหลังบาดแผล
การสแกน Arthro-CT ของไหล่ซ้าย: ไม่มีความผิดปกติที่น่าสังเกต",pro
Thai,กล้ามเนื้อและกระดูก,Scanner,การสแกนกระดูกเชิงกราน,"ข้อบ่งชี้ทางคลินิก: 
ให้ระบุตามบริบททางคลินิก
 เทคนิคการตรวจ: 
การได้มาของขดลวดดำเนินการโดยไม่ต้องฉีดผลิตภัณฑ์คอนทราสต์
 ผลการตรวจ: 
การจัดตำแหน่งโครงสร้างกระดูกตามปกติและการเคารพความสัมพันธ์ทางกายวิภาค
ไม่มีการแตกหักหรือการบาดเจ็บเฉียบพลันหลังบาดแผล
การทำให้แร่กระดูกเป็นปกติ
กล้ามเนื้ออ่อนและส่วนใต้ผิวหนังไม่มีความผิดปกติ
ไม่มีความผิดปกติของกระดูกเชิงกรานภายในช่องท้อง โดยที่นี่ไม่ใช่การตรวจเฉพาะ
 สรุปผล: 
การสแกนกระดูกเชิงกรานโดยไม่มีความผิดปกติที่ตรวจพบ",pro
Thai,กล้ามเนื้อและกระดูก,Scanner,สแกนข้อศอก,"ข้อบ่งชี้ทางคลินิก: 
การประเมินเบื้องต้นหลังบาดแผล

 เทคนิคการตรวจ: 
การได้มาแบบเฮลิคอลโดยไม่ต้องฉีดผลิตภัณฑ์คอนทราสต์ที่มีไอโอดีน การสร้างหลายระนาบ (MPR) ในตัวกรองกระดูกและเนื้อเยื่ออ่อน

 ผลการตรวจ: 
โครงร่างกระดูก: รักษาความสมบูรณ์ของโครงสร้างกระดูกทั้งหมดที่ตรวจ ไม่มีเส้นแตกหัก การกดทับ หรือรอยโรคที่น่าสงสัย

ความสัมพันธ์ร่วมกัน: การจัดตำแหน่งพื้นผิวข้อต่อที่สมบูรณ์แบบ ขาดความคลาดเคลื่อนหรือ subluxation

ช่องว่างรอยต่อ: ความกว้างของช่องว่างรอยต่อยังคงอยู่ ขาดของเหลวไหลภายในข้อ (hemarthrosis) หรือสิ่งแปลกปลอมภายในข้อ

โครงสร้างกระดูก: การทำให้แร่กระดูกเป็นปกติตามอายุ

ส่วนที่อ่อนนุ่ม: คำนึงถึงลักษณะที่ปรากฏของระนาบไขมันและกล้ามเนื้อรอบข้อ ไม่มีห้ออย่างมีนัยสำคัญ

 สรุปผล: 
การสแกนปกติ: ไม่พบบาดแผลของกระดูกหรือรอยโรคข้อต่อในปัจจุบัน",pro
Thai,เครื่องสแกนร่างกาย,Scanner,Bodyscanner (polytrauma; ฉีด),"ข้อบ่งชี้ทางคลินิก: 
ให้ระบุตามบริบททางคลินิก
 เทคนิคการตรวจ: 
CT scan ด้วยการฉีดผลิตภัณฑ์คอนทราสต์
 ผลการตรวจ: 
ระดับสมอง:
เลือดออกนอกเยื่อหุ้มสมองที่ [ตำแหน่งที่จะระบุ] ความหนา 7 mm
เลือดออกใต้เยื่อหุ้มสมองด้านซ้าย ความหนาสูงสุด 5 mm
จุดโฟกัสของฟกช้ำบริเวณฐานหน้าผากทวิภาคี ซึ่งใหญ่ที่สุดขนาด 16 x 11 mm โดยมีส่วนประกอบของรอยแยกและมีเลือดออก
ส่วนเบี่ยงเบนของเส้นกึ่งกลางของ [ค่าที่จะระบุ] mm ไปทางซ้าย
เลือดออกใต้เยื่อหุ้มสมองอักเสบปานกลาง
กระดูกหัก:
ทำความสะอาดกระดูกจมูก
พื้นวงโคจรรวมทั้งช่องภายในวงโคจรด้วย
ผนังด้านข้างและตรงกลางของวงโคจร
กระดูกหน้าผากที่มีความหดหู่ประมาณ 3 mm
กระดูกขมับด้านซ้ายที่มีการแตกหักของกระดูกนอกเขาวงกตตามยาวไปทางกระดูก petrous ด้านเดียว
ผนังของไซนัสบนขากรรไกร
ระดับปากมดลูก:
ความสมบูรณ์ของข้อต่อ C1 - C2
ไม่มีการถดถอยของผนังด้านหลัง
ไม่พบการยุบตัวของกระดูกสันหลัง
ระดับทรวงอก:
pneumothorax ด้านซ้ายมีปริมาณมากปานกลาง
โรคปอดบวมและถุงลมโป่งพองใต้ผิวหนังของผนังหน้าอกด้านหน้าขยายไปถึงคอ
การควบแน่นของเนื้อเยื่อส่วนหลังด้านหลังซ้าย ซึ่งเข้ากันได้กับจุดสำคัญของปอดฟกช้ำ
กระดูกซี่โครงหัก:
กระดูกซี่โครงด้านซ้ายชิ้นแรก ส่วนโค้งด้านหน้าหลุดออกไป
ซี่โครงซ้ายอันที่สอง ส่วนโค้งกลางไม่ขยับ
ซี่โครงที่สี่ด้านซ้าย ส่วนโค้งตรงกลางไม่ขยับ
ซี่โครงขวาชิ้นแรก ส่วนโค้งด้านหน้า
ซี่โครงที่สองถึงห้าตรง ส่วนโค้งด้านหน้าไม่ขยับ
กระดูกสันหลังไม่มีกระดูกหัก กระดูกสันหลังเรียงตัวถูกต้อง
ระดับท้อง:
ตับ ม้าม ตับอ่อน และไต: ไม่มีความผิดปกติภายหลังเหตุการณ์สะเทือนใจ
ขาดของเหลวในช่องท้อง
ไม่มีการแตกหักของกระดูกสันหลัง
 สรุปผล: 
การบาดเจ็บที่ศีรษะหลายครั้งโดยมีเลือดออกนอกเยื่อหุ้มสมองและใต้เยื่อหุ้มสมอง การฟกช้ำที่บริเวณหน้าผาก การตกเลือดใต้เยื่อหุ้มสมอง และการแตกหักของใบหน้า
การบาดเจ็บที่หน้าอก: ปอดบวมด้านซ้าย, ปอดบวม, ถุงลมโป่งพองใต้ผิวหนัง, ปอดฟกช้ำและกระดูกซี่โครงหักหลายซี่
ระดับปากมดลูกและช่องท้องโดยไม่มีรอยโรคกระดูกสันหลังหรือความเสียหายร้ายแรงต่ออวัยวะภายใน",pro
Thai,เครื่องสแกนร่างกาย,Scanner,Bodyscanner (polytrauma; ไม่ได้ฉีด),"ข้อบ่งชี้ทางคลินิก: 
ให้ระบุตามบริบททางคลินิก
 เทคนิคการตรวจ: 
การได้รับ CT โดยไม่ต้องฉีดผลิตภัณฑ์คอนทราสต์
 ผลการตรวจ: 
การวิเคราะห์ถูกจำกัดโดยการไม่มีการฉีดผลิตภัณฑ์คอนทราสต์
กะโหลกศีรษะ:
ขาดภาวะตกเลือดในกะโหลกศีรษะล่าสุด
เนื้อเยื่อสมองมีความหนาแน่นปกติ โดยไม่มีความผิดปกติของโฟกัส
ไม่มีความผิดปกติของกระเป๋าหน้าท้องหรือช่องว่างของของเหลวในสมอง
ไม่มีผลกระทบต่อมวล การเบี่ยงเบนของเส้นกึ่งกลาง หรือการมีส่วนร่วมของสมอง
กะโหลกศีรษะไม่บุบสลาย ไม่มีการแตกหักหรือความผิดปกติของปอด
ชิ้นส่วนที่อ่อนนุ่มของ Epicranial ปกติ
กระดูกสันหลังส่วนคอ:
การจัดตำแหน่งกระดูกสันหลังตามปกติ
ไม่มีการแตกหักหรือกระดูกสันหลังยุบ
การปรากฏตัวของการเปลี่ยนแปลงความเสื่อม
ส่วนที่อ่อนนุ่มของปากมดลูกปกติ โดยเฉพาะบริเวณก่อนกระดูกสันหลัง
ระดับทรวงอกและระดับกลาง:
ต้นไม้หลอดลมฟรี
ไม่มีรอยโรคเนื้อเยื่อหรือปอดฟกช้ำที่มีนัยสำคัญ
ขาดเยื่อหุ้มปอดไหลหรือ pneumothorax
เมดิแอสตินัมที่ไม่มีความผิดปกติ (ไม่มีฮีโมเมดิแอสตินัมหรือนิวโมเมดิแอสตินัม)
หัวใจและหลอดเลือดขนาดใหญ่ไม่ธรรมดา (หากไม่มีความแตกต่าง)
ไม่มีการไหลของเยื่อหุ้มหัวใจ
ไม่มีการแตกหักของกระดูกสันหลังส่วนหลัง ซี่โครง กระดูกสันอก หรือผ้าคาดไหล่
ระดับช่องท้อง:
ไม่มีการบาดเจ็บที่ตับ ม้าม หรือไตหลังบาดแผลที่ชัดเจน (ข้อจำกัดเกี่ยวกับเทคนิค)
ขาดของเหลวในช่องท้องหรือ pneumoperitoneum
ตับอ่อน ถุงน้ำดี ท่อน้ำดี ต่อมหมวกไต ทางเดินปัสสาวะ และกระเพาะปัสสาวะ โดยไม่มีความผิดปกติอย่างมีนัยสำคัญ
ระบบทางเดินอาหารขนาดปกติและผนัง
Retroperitoneum และราก mesenteric โดยไม่มีการแทรกซึมที่น่าสงสัย
ไม่มีการแตกหักของกระดูกสันหลังส่วนเอว กระดูกเชิงกราน หรือกระดูกโคนขาใกล้เคียง
 สรุปผล: 
การประเมินการบาดเจ็บหลังเหตุการณ์สะเทือนใจเชิงลบ ขึ้นอยู่กับความไวต่ำของเทคนิคในกรณีที่ไม่มีผลิตภัณฑ์ที่มีความคมชัด",pro
Thai,หัวใจและภาชนะ,Scanner,สแกนหัวใจ,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
การซื้อโดยไม่ต้องฉีดเพื่อวัดคะแนนแคลเซียม
การได้มาโดยการฉีดสารทึบรังสีในระยะหลอดเลือดแดง โดยมีการตรวจย้อนหลังด้วย cardiac gating
การให้ยาล่วงหน้าด้วย beta-blocker IV ยอมรับได้ดี
รีวิวคุณภาพดี.
คะแนนแคลเซียม:
ไม่พบการกลายเป็นปูนในหลอดเลือดหัวใจ
คะแนนแคลเซียมวัดที่ 0 ซึ่งสอดคล้องกับเปอร์เซ็นไทล์ที่ [X] สำหรับอายุและเพศ
หลอดเลือดหัวใจ:
แกนกลางทั่วไป: ปกติ
IVA (ช่องระหว่างโพรงด้านหน้า): ปกติ / มีแคลเซียมคาร์บอเนต / ไม่มีแคลเซียมคาร์บอเนต / คราบจุลินทรีย์ผสม มีการตีบหรือไม่ ขึ้นอยู่กับตำแหน่งใกล้เคียง / ตรงกลาง / ระยะไกล การประเมินเป็น % ของเส้นผ่านศูนย์กลางตาม CAD-RADS ความยาวและความสัมพันธ์กับหลักประกัน การแยกไปสองทาง และปัจจัยเสี่ยง
เส้นทแยงมุมที่ 1: ปกติ / คราบจุลินทรีย์ ตีบหรือไม่ โดยประเมินลักษณะตาม CAD-RADS
เซอร์คัมเฟล็กซ์: ปกติ/คราบจุลินทรีย์, ตีบหรือไม่, ส่วนใกล้เคียง/ส่วนปลาย, % การตีบ, CAD-RADS, การแยกไปสองทาง, ปัจจัยเสี่ยง
ขอบ: ปกติ / คราบจุลินทรีย์, ตีบหรือไม่, % เส้นผ่านศูนย์กลาง, CAD-RADS, ความยาว, การแยกไปสองทาง, ปัจจัยเสี่ยง
หลอดเลือดหัวใจขวา: ปกติ / คราบจุลินทรีย์, การตีบหรือไม่ได้อยู่บนส่วนที่ 1/2/3, % เส้นผ่านศูนย์กลาง, CAD-RADS, ความยาว, การแยกไปสองทาง, ปัจจัยเสี่ยง
การครอบงำหลอดเลือด: ขวา/ซ้าย
ไม่มีความผิดปกติแต่กำเนิดหรือเส้นทางของหลอดเลือดหัวใจ
โครงสร้างอื่นๆ:
เอออร์ตา: ลำกล้องปกติ
ลิ้นหัวใจเอออร์ติก: tricuspid ไม่กลายเป็นปูน
สัณฐานวิทยาของหัวใจ: ปกติ ไม่มีความผิดปกติของกล้ามเนื้อหัวใจหรือโฟกัสผอมบาง
ปอดและเยื่อหุ้มปอด: ไม่มีความผิดปกติในการสำรวจภาคสนาม
 สรุปผล: 
คะแนนแคลเซียมในหลอดเลือดหัวใจ: 0 บ่งชี้ความเสี่ยงโรคหัวใจและหลอดเลือดต่ำที่ 10 ปี
ตามเครือข่ายหลอดเลือดหัวใจที่โดดเด่น ไขมันในหลอดเลือดน้อยที่สุด/ปานกลาง/ทำเครื่องหมาย โดยมีหรือไม่มีการตีบอย่างมีนัยสำคัญ (ต้องระบุ)
การจัดหมวดหมู่ CAD-RADS: X PX (ต้องแล้วเสร็จตามสเตโนสและ CAD-RADS ที่ได้รับมอบหมาย)",pro
Thai,หัวใจและภาชนะ,Scanner,แอนจิโอ- CT จาก หลอดเลือดแดงใหญ่ส่วนบน,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
การได้มาของปริมาณ หลอดเลือดแดงใหญ่ส่วนบน หลังจากการฉีดผลิตภัณฑ์คอนทราสต์ พร้อมด้วย MIP และการสร้าง VR ใหม่
 ผลการตรวจ: 
การแทรกซึมของไขมันในหลอดเลือดกระจายอย่างสุขุมรอบคอบ โดยไม่มีการตีบอย่างมีนัยสำคัญ
ด้านขวา:
สิทธิบัตรหลอดเลือดแดงคาโรติดหลักที่มีความสามารถปกติ
สิทธิบัตรหลอดเลือดแดงคาโรติดทั้งภายในและภายนอกที่มีความสามารถปกติ
สิทธิบัตร brachiocephalic trunk, subclavian artery และ vertebral artery
ด้านซ้าย:
สิทธิบัตรหลอดเลือดแดงคาโรติดหลักที่มีความสามารถปกติ
สิทธิบัตรหลอดเลือดแดงคาโรติดทั้งภายในและภายนอกที่มีความสามารถปกติ
สิทธิบัตรหลอดเลือดแดงใต้กระดูกไหปลาร้าและกระดูกสันหลัง
สมอง:
รูปหลายเหลี่ยมวิลลิสปกติ
ไม่มีความหนาแน่นผิดปกติของเนื้อเยื่อสมองที่ระดับเหนือและระดับ infratentorial
ไซนัส Durmer ที่ได้รับสิทธิบัตร
 สรุปผล: 
การแทรกซึมของ atheromato-calcic ของลำต้นเหนือเอออร์ตาน้อยที่สุด โดยไม่มีการตีบอย่างมีนัยสำคัญ",pro
Thai,หัวใจและภาชนะ,Scanner,CT angiography ของเอออร์ตาและแขนขาส่วนล่าง,"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
การฉีดผลิตภัณฑ์คอนทราสต์ที่มีไอโอดีนพร้อมการได้มาในระยะหลอดเลือดแดงบนเอออร์ตาและหลอดเลือดแดงของแขนขาส่วนล่าง
การฉีดคุณภาพดีจนถึงส่วนปลาย
 ผลการตรวจ: 
เอออร์ตาและหลอดเลือดแดงช่องท้อง:
หลอดเลือดแดงใหญ่ Infrarenal: ลำกล้องปกติและปกติ
ลำตัวเป็นช่องท้อง: ปกติ มีขนาดลำตัวปกติ ไม่มีการเปลี่ยนแปลงทางกายวิภาคหรือกระดูกตีบ
หลอดเลือดแดง mesenteric ที่เหนือกว่า: สิทธิบัตร ไม่มีการตีบอย่างมีนัยสำคัญ
หลอดเลือดแดงไตด้านขวาและซ้าย: สิทธิบัตร ไม่มีการตีบที่สำคัญ
หลอดเลือดแดง mesenteric ส่วนล่าง: มองเห็นได้และจดสิทธิบัตรแล้ว ไม่มีการตีบอย่างมีนัยสำคัญ
แกน iliofemoral ด้านขวา:
หลอดเลือดแดงอุ้งเชิงกรานหลักภายในและภายนอก: สิทธิบัตร
หลอดเลือดแดงต้นขาทั่วไปและผิวเผิน: สิทธิบัตร
Popliteal, กระดูกหน้าแข้งด้านหน้าและด้านหลัง, หลอดเลือดแดงน่อง: สิทธิบัตร
แกน iliofemoral ด้านซ้าย:
หลอดเลือดแดงอุ้งเชิงกรานหลักภายในและภายนอก: สิทธิบัตร
หลอดเลือดแดงต้นขาทั่วไปและผิวเผิน: สิทธิบัตร
Popliteal, กระดูกหน้าแข้งด้านหน้าและด้านหลัง, หลอดเลือดแดงน่อง: สิทธิบัตร
ระดับช่องท้อง:
ไม่มีรอยโรคโฟกัสที่น่าสงสัยที่ตรวจพบได้
 สรุปผล: 
สิทธิบัตรหลอดเลือดแดงใหญ่ในช่องท้อง อุ้งเชิงกราน และแขนขาที่ต่ำกว่า โดยไม่มีการตีบอย่างมีนัยสำคัญ
ไม่มีรอยโรคโฟกัสในช่องท้อง",pro
Thai,หัวใจและภาชนะ,Scanner,ภาวะลิ่มเลือดอุดตันในหลอดเลือดดำในสมอง (หรือ thrombophlebitis ในสมอง),"ข้อบ่งชี้ทางคลินิก: 
[จะแล้วเสร็จ]
 เทคนิคการตรวจ: 
การได้มาโดยไม่ต้องฉีดผลิตภัณฑ์คอนทราสต์ที่มีไอโอดีน
 ผลการตรวจ: 
ระดับอินฟราเทนทอเรียล:
ส่วนมัธยฐานของ V4 ปกติ
ไม่มีความหนาแน่นผิดปกติของก้านสมองหรือเนื้อเยื่อสมองน้อย
ฟรีถังฐาน
ระดับเหนือชั้น:
เนื้อเยื่อสมองมีความหนาแน่นปกติ โดยไม่มีความผิดปกติของโฟกัส
ระบบกระเป๋าหน้าท้องที่มีสัณฐานวิทยาปกติ
โครงสร้างค่ามัธยฐานในสถานที่
ไม่มีการเพิ่มประสิทธิภาพความคมชัดทางพยาธิวิทยา
ไซนัส Durmer ที่ได้รับสิทธิบัตร
 สรุปผล: 
 CT สมองไม่มีความผิดปกติ
ไม่มีสัญญาณของการเกิดลิ่มเลือดอุดตันในหลอดเลือดดำในสมอง (CVT)",pro
